# Obs_ID   RA[deg]        Dec[deg]     filt dt[s]
2231r0320 111.95213711   -6.61818287    r    20
2231g0320 111.95213711   -6.61818287    g    20
2261g0320 113.38373271   -9.2490713     g    20
2261r0320 113.38373271   -9.2490713     r    20
2261i0320 113.38373271   -9.2490713     i    20
2291i0320 114.84909508   -11.8676266    i    20
2291r0320 114.84909508   -11.8676266    r    20
2291g0320 114.84909508   -11.8676266    g    20
2321g0320 116.35511714   -14.47179442   g    20
2321r0320 116.35511714   -14.47179442   r    20
2321i0320 116.35511714   -14.47179442   i    20
2320i0320 107.16172785   -19.23154822   i    20
2320r0320 107.16172785   -19.23154822   r    20
2320g0320 107.16172785   -19.23154822   g    20
2290g0320 105.73950697   -16.5668878    g    20
2290r0320 105.73950697   -16.5668878    r    20
2290i0320 105.73950697   -16.5668878    i    20
2260i0320 104.3436205    -13.89892227   i    20
2260r0320 104.3436205    -13.89892227   r    20
2260g0320 104.3436205    -13.89892227   g    20
2230g0320 102.96715443   -11.22927899   g    20
2230r0320 102.96715443   -11.22927899   r    20
2230i0320 102.96715443   -11.22927899   i    20
2200i0320 101.6036224    -8.55951219    i    20
2200r0320 101.6036224    -8.55951219    r    20
2200g0320 101.6036224    -8.55951219    g    20
2170g0320 100.24685016   -5.8911321     g    20
2170r0320 100.24685016   -5.8911321     r    20
2170i0320 100.24685016   -5.8911321     i    20
2140i0320 98.89087181    -3.22563177    i    20
2140r0320 98.89087181    -3.22563177    r    20
2140g0320 98.89087181    -3.22563177    g    20
2110g0320 97.52983433    -0.56451246    g    20
2110r0320 97.52983433    -0.56451246    r    20
2110i0320 97.52983433    -0.56451246    i    20
2080i0320 96.15790785    2.09069148     i    20
2080r0320 96.15790785    2.09069148     r    20
2080g0320 96.15790785    2.09069148     g    20
2050g0320 94.76919904    4.73838752     g    20
2050r0320 94.76919904    4.73838752     r    20
2050i0320 94.76919904    4.73838752     i    20
2020i0320 93.35766541    7.37689878     i    20
2020r0320 93.35766541    7.37689878     r    20
2020g0320 93.35766541    7.37689878     g    20
