# Obs_ID   RA[deg]        Dec[deg]     filt dt[s]
2231r0322 111.95213711   -6.61818287    r    20
2231g0322 111.95213711   -6.61818287    g    20
2261g0322 113.38373271   -9.2490713     g    20
2261r0322 113.38373271   -9.2490713     r    20
2261i0322 113.38373271   -9.2490713     i    20
2291i0322 114.84909508   -11.8676266    i    20
2291r0322 114.84909508   -11.8676266    r    20
2291g0322 114.84909508   -11.8676266    g    20
2321g0322 116.35511714   -14.47179442   g    20
2321r0322 116.35511714   -14.47179442   r    20
2321i0322 116.35511714   -14.47179442   i    20
2320i0322 107.16172785   -19.23154822   i    20
2320r0322 107.16172785   -19.23154822   r    20
2320g0322 107.16172785   -19.23154822   g    20
2290g0322 105.73950697   -16.5668878    g    20
2290r0322 105.73950697   -16.5668878    r    20
2290i0322 105.73950697   -16.5668878    i    20
2260i0322 104.3436205    -13.89892227   i    20
2260r0322 104.3436205    -13.89892227   r    20
2260g0322 104.3436205    -13.89892227   g    20
2230g0322 102.96715443   -11.22927899   g    20
2230r0322 102.96715443   -11.22927899   r    20
2230i0322 102.96715443   -11.22927899   i    20
2200i0322 101.6036224    -8.55951219    i    20
2200r0322 101.6036224    -8.55951219    r    20
2200g0322 101.6036224    -8.55951219    g    20
2170g0322 100.24685016   -5.8911321     g    20
2170r0322 100.24685016   -5.8911321     r    20
2170i0322 100.24685016   -5.8911321     i    20
2140i0322 98.89087181    -3.22563177    i    20
2140r0322 98.89087181    -3.22563177    r    20
2140g0322 98.89087181    -3.22563177    g    20
2110g0322 97.52983433    -0.56451246    g    20
2110r0322 97.52983433    -0.56451246    r    20
2110i0322 97.52983433    -0.56451246    i    20
2080i0322 96.15790785    2.09069148     i    20
2080r0322 96.15790785    2.09069148     r    20
2080g0322 96.15790785    2.09069148     g    20
2050g0322 94.76919904    4.73838752     g    20
2050r0322 94.76919904    4.73838752     r    20
2050i0322 94.76919904    4.73838752     i    20
2020i0322 93.35766541    7.37689878     i    20
2020r0322 93.35766541    7.37689878     r    20
2020g0322 93.35766541    7.37689878     g    20
