# Obs_ID   RA[deg]        Dec[deg]     filt dt[s]
2171g0314 109.16454244   -1.32682329    g    20
2201g0314 110.5478075    -3.97684893    g    20
2201r0314 110.5478075    -3.97684893    r    20
2201i0314 110.5478075    -3.97684893    i    20
2231i0314 111.95213711   -6.61818287    i    20
2231r0314 111.95213711   -6.61818287    r    20
2231g0314 111.95213711   -6.61818287    g    20
2261g0314 113.38373271   -9.2490713     g    20
2261r0314 113.38373271   -9.2490713     r    20
2261i0314 113.38373271   -9.2490713     i    20
2291i0314 114.84909508   -11.8676266    i    20
2291r0314 114.84909508   -11.8676266    r    20
2291g0314 114.84909508   -11.8676266    g    20
2321g0314 116.35511714   -14.47179442   g    20
2321r0314 116.35511714   -14.47179442   r    20
2321i0314 116.35511714   -14.47179442   i    20
2320i0314 107.16172785   -19.23154822   i    20
2320r0314 107.16172785   -19.23154822   r    20
2320g0314 107.16172785   -19.23154822   g    20
2290g0314 105.73950697   -16.5668878    g    20
2290r0314 105.73950697   -16.5668878    r    20
2290i0314 105.73950697   -16.5668878    i    20
2260i0314 104.3436205    -13.89892227   i    20
2260r0314 104.3436205    -13.89892227   r    20
2260g0314 104.3436205    -13.89892227   g    20
2230g0314 102.96715443   -11.22927899   g    20
2230r0314 102.96715443   -11.22927899   r    20
2230i0314 102.96715443   -11.22927899   i    20
2200i0314 101.6036224    -8.55951219    i    20
2200r0314 101.6036224    -8.55951219    r    20
2200g0314 101.6036224    -8.55951219    g    20
2170g0314 100.24685016   -5.8911321     g    20
2170r0314 100.24685016   -5.8911321     r    20
2170i0314 100.24685016   -5.8911321     i    20
2140i0314 98.89087181    -3.22563177    i    20
2140r0314 98.89087181    -3.22563177    r    20
2140g0314 98.89087181    -3.22563177    g    20
2110g0314 97.52983433    -0.56451246    g    20
2110r0314 97.52983433    -0.56451246    r    20
2110i0314 97.52983433    -0.56451246    i    20
2080i0314 96.15790785    2.09069148     i    20
2080r0314 96.15790785    2.09069148     r    20
2080g0314 96.15790785    2.09069148     g    20
2050g0314 94.76919904    4.73838752     g    20
2050r0314 94.76919904    4.73838752     r    20
2050i0314 94.76919904    4.73838752     i    20
2020i0314 93.35766541    7.37689878     i    20
2020r0314 93.35766541    7.37689878     r    20
2020g0314 93.35766541    7.37689878     g    20
